message;text
attack;RT @SenateDems Almost 270,000 veterans would benefit if the House took up and passed the Senate's #renewUI bill. http://t.co/hMt45GhSym
policy;CBO confirms what we knew: #ObamaCare will destroy millions of full-time #jobs. This law is a #TrainWreck. http://t.co/UiLM89YOPR
personal;"Congrats to the Congressional Art Competition winners from #CA43: Christopher Lizama, Adrian Sanchez, Soohyun Park &amp; Adilah Trimble!"
information;"Enjoyed meeting w/ folks from â€è@ProvCM to discuss the educational &amp; economic benefits of museums. http://t.co/In36kAxsPd"
mobilization;#2million Americans have lost much needed unemployment insurance. It's time to #RenewUI
attack;I urge the #Senate to reauthorize #VAWA. We cannot allow inaction to undermine the rights of women.
mobilization;Massive turnout is expected throughout the Pelican State! Be a voter for @BillCassidy today. #VoteCassidy http://t.co/ESVOKQNd84
policy;I enjoyed visiting with officer's from the @ArmyWarCollege. I welcomed the candid discussion on our nation's military http://t.co/KdilS22djw
personal;Selfie at the Capitol w the Huisman Family from the 2nd District! Thanks for coming out to visit! http://t.co/8etb3bEwu0
mobilization;"Urge a NO vote on #GOPbudget. It is a recipe for economic decline &amp; immediate job loss that rewards millionaires at everyone else's expense."
personal;Good luck to everyone participating in @StartupWeekend Lawrence over the next few days. http://t.co/DJLVgin3tn http://t.co/UPoTYEtZca
personal;Thanks to those who participated in my Oswego County Women's Economic Forum today! http://t.co/siH9NWFMCt
policy;.@TigernBham House Demsâ€™ #MakeItInAmerica plan is focused on bringing jobs back to US, incl tax incentives to encourage invstmnt #AskDems
policy;"Obama &amp; Senate Dems give  #Obamacare break to big biz, stiffing hardworking Americans #FairnessForAll http://t.co/AfHBnrrhnd"
information;Son Abel daughter Rachel Son-in-Law Cale run4change in honor of Deutscher Family. http://t.co/d6GmhvqjnO
constituency;.@kkeejj Lots of veteran-owned businesses call 10th District home. Recently toured family and veteran-owned Numerical Precision in Wheeling.
information;"Via @bctimes, #shalegas agreement btwn @CONSOL_Energy &amp; @PITairport will lead to ec dev, $500M in new revenue. READ: http://t.co/WCMQ1pDYlP"
support;Congrats @FlySJC! Mineta SJC Intl awarded another $2mil on top of the $3mil announced earlier for runway improvement http://t.co/255gtJqEvK
mobilization;About to make an important announcement at the @TNFarmBureau in Trenton.
support;@tweetinallnight Defund how? Shutdown doesn't stop it. I'm for stopping Obama. Now we can actually defund w no shutdown in 3 weeks
information;".@SWEtalk Pres. Stacey DelVecchio of #IL joined #STEM Caucus panel to discuss improving STEM ed &amp; workforce diversity http://t.co/tpuAol4gwh"
information;Be safe today in the East Valley, flooding reported in Apache Junction and some potential for floods near Mesa http://t.co/O70WFrcErq
attack;"""Ultimately, extending this law isnâ€™t a Wall Street or big-business issue; itâ€™s a Main Street issue""  http://t.co/R4lmmOGbon"
information;Hatch on Unanimous Supreme Court Decision on Recess Appointments http://t.co/jcGHskbcvA
personal;The ability of an individual to care for another person or be a good parent is not determined by sexual orientation http://t.co/bT3cewMnr1
policy;I talked to @FoxNews' @TeamCavuto about the No ObamaCare Subsidies for Congress Act. VIDEO: http://t.co/8BvyQ0Bubf #NoSubsidies4Congress
support;WATCH NOW: Joint hearing w @RepChrisSmith on US citizen Pastor #FreeSaeed, imprisoned in #Iran 4 his #Christian faith http://t.co/UqsFGrNxry
support;Quite lucky.  Tonite there is actually history on the channel w that name.  Finally!!!
media;I gave a floor speech today highlighting â€œ150 Reasons to Love West Virginia.â€ù Watch it here:  http://t.co/0pnU26fxdB #150Reasons #WV
support;Moving to conference on the #budget is one of the best signals Congress can send to America. Watch: http://t.co/XOT3ArPT3T.  #mepolitics
media;Placer reunirme c la directora de @NTN24 @CGurisattiNTN24 y discutir #Venezuela. Debemos apoyar la lucha p #libertad! http://t.co/iYim1P7fBE
personal;Hereâ€™s another photo in my Facebook Cover Photo Contest. This photo of downtown Albuquerque was takenâ€_ http://t.co/N0GdSHw6jo
attack;Ridiculous RT @PeenyMcNeeny: @RepJeffDuncan Only traitors complain about taxes. #PJNET
policy;ICYMI, here's the link to my op-ed in the @PilotNews on why #VA should expand its #Medicaid program: http://t.co/ygeZGgpNz7 #ObamaCare
information;The House has voted to defund #Obamacare and keep the government open. Now the #SenateMustAct: http://t.co/d3mvMagbWi #tx25
policy;"We must help US companies start, grow, produce here &amp; sell their products around world. That's why I support renewing @EximBankUS #exim4jobs"
constituency;"Thank you to the @TheHartford employees I visited with in OP. Appreciated the thoughts on economy &amp; federal spending. http://t.co/cADTbxWGja"
mobilization;Sanders: Don't Cut Social Security and Disabled Veteransâ€™ Benefits: http://t.co/HDCn0tSPQL #Veterans #ChainedCPI
information;RT @StewSays: The #Senate is voting on the Sen. @MikeCrapo amendment. #budget
information;Help a veteran in your life, share our Veteran Resource Guide with them. http://t.co/R2tlKYBoHR http://t.co/JLfCQ4nnry
policy;The change we work for today can add up to incredible progress in our lifetimes. -TB #PassENDA http://t.co/oJAO5ZZ28u
information;Great news â€“ Supreme Court upheld marriage equality in OR. Love is still the law! http://t.co/5HkPV3IvpD #GayMarriageOR
information;Want to know which of your Senators voted to block #EqualPay? Find out here:Â http://t.co/VE8QyfTEQy
media;For all of you early birds, I will be on the @jallman971 show tomorrow at 7:10 am cst.
support;"RT @UFWF: . @UFWupdates House hearing on Ag -  thank you Rep @LuisGutierrez &amp; @RepZoeLofgren for support for #Farmworkers http://t.co/3dKUJâ€_"
personal;RT @AmtrakCareers: yes, we do! MT @RepJeffDenham: Think that dog would support #petsontrains. Happy #nationaldogday from #Amtrak K9s! http:â€_
information;Tune In Now: Secretary Sebelius is testifying before the Ways and Means Committee. Watch the hearing here: http://t.co/dK8D1X08cu
attack;RT @RepFredUpton: #BrokenPromises, routine delays, and the dramatically higher healthcare premiumsâ€_not exactly #ABetterBargain
policy;#TaxInversions are symptoms of a much deeper problem. Let's fix our entire #TaxCode. VIDEO: http://t.co/jEFiaDmJUf
policy;White House finally admits, 'It's True' some Americans won't be able to keep their health care plan under Obamacare. #MoreBrokenPromises
personal;Pres Obamaâ€™s former Interior Secretary Salazar: #Fracking never been an environmental problem. http://t.co/JcZkDIKDnv
information;PHOTOS: @SenDonnellyâ€™s trip overseas to Afghanistan, Pakistan, and Turkey. Check out all photos here: http://t.co/O346ddRaVi
policy;@SpaceKSCBlog @HouseScience Appreciate U taking the time to reaffirm that I am taking the right stand.Sometimes it gets a little lonely.
personal;Thanks for sharing, have a great #IndependenceDay! RT â€œ@adamslane17: @RepSteveStivers watching #musical 1776â€ù
policy;"Al thinks proposed internet â€œfast laneâ€ù rules are â€œdiscriminatory"" &amp; ""anticompetitive."" Learn more: http://t.co/joN6kVKOuZ #NetNeutrality"
mobilization;On #ForeignRelations @BrettonWoodsCom: I donâ€™t believe we'll be @ peace til we nudge leaders to work together for the betterment of us all.
policy;Sen. Stabenow leading the fight to keep student loan rates low. Join her and say #DontDoubleMyRate! http://t.co/BtskG85Gy0
personal;On @msnbc Tuesday at 10:10amET (7:10amPST) RE: Doubling US Broadcast into #NorthKorea. Lets give Kim Jong-un a double dose of free speech
policy;Now questioning Secretary of Defense nominee, former Sen. Chuck Hagel, in Armed Services Committee. WATCH: http://t.co/SXxmyXcX
personal;Great meeting today with Republic of Korea's Ambassador to the United States Ahn Ho-young to discuss ways to... http://t.co/EJC4eOzALh
information;Havenâ€™t been able to make any of my town halls this month? Read about them in my latest e-newsletter here: http://t.co/KY0Nkwac0U
personal;"Happy #Easter to all celebrating today! Wishing you &amp; your families a joyous holiday on this day of peace &amp; renewal."
policy;"You bet! MT @AadorableAna ""@RepSamFarr I am a constituent of yours asking for an INCLUSIVE CIR bill. Can we have your support?"""
personal;Congratulations Aquinas Academy Class of 2013! Happy to address new graduates today. - Keith http://t.co/8baZ35l1Sw
policy;".@ProvPhoenix: ""A Senator walks into a bar in Matunuckâ€_but it's no joke."" http://t.co/wiBFoMMHng"
information;RT @CrainsChicago: MT @GovernorQuinn: Itâ€™s official. #MarriageEquality is the law of the land in Illinois! http://t.co/xUH7qhLqDy http://t.â€_
constituency;Met w/ the #NH Manufacturing Extension Partnership today to discuss the importance of manufacturing to NH's economy http://t.co/cEdQ2Mp32L
personal;@Indians home opener today- what's everyone doing for the game?
policy;RT @FinancialCmte #DoddFrank | Three Years Later http://t.co/uuzxsz248R
media;"TUNE IN, 6 pm CT: I'm on  @loudobbsnews to discuss the #border crisis &amp; my visit to McAllen last wk to investigate the problems first-hand."
policy;Power to the People. http://t.co/AyAx96xKHF
support;#Obamacare customers could be blindsided with expensive back taxes from the IRS. http://t.co/ttepGnlOAj
personal;It was great to be in Hoboken today MT @SusanLisovicz Thanks for hanging out in Hoboken today. Good luck in November! http://t.co/gfZNhBoWqu
personal;Just sent out my weekly newsletter. Read on to find out more about my time in the Central Valley this week. http://t.co/A7CjcUJpey
support;#PayDay, Dublin's got you covered. Every peanut on every #PayDay anywhere in the world is roasted in Dublin, TX. http://t.co/VFaIgkhMSO
policy;"TY @congressfdn for my 7th Golden Mouse Award! I am proud to use #tech to make #democracy more open &amp; accessible http://t.co/jm9VBFzAit"
support;A reminder at tonight's mtg from @MayorDanRizzo: notify city if impacted by the tornado. http://t.co/X4rDRUfJ17 http://t.co/b4Umv0Xu9V
information;Reminder - RSVP by Fri for my #aviation field hearing at FAA Tech Center. Focus on NextGen, UAS, role in safety http://t.co/r0q3Iq6F59 â€_
information;Fifty Army Guardsmen, a Miss. Air Guard C-26 aircraft, and members of 238 Air Support Operations Squadron called up to help Miss. residents.
policy;As promised, I am donating the pay that I received during the government shutdown. http://t.co/UlR0rspVQq
policy;USA Today: Lack aid? Many counties have only pricey plans http://t.co/nY85kBSQQ4
support;"Must-read Wash Post: ""In Congressâ€™s farm bill, the rich get richer"" http://t.co/EZWViA1rm3"
policy;The House passed the Permanent Internet Tax Freedom Act this week. Now the Senate needs to act. #tcot #NoInternetTax http://t.co/0kLjrw1hZ8
support;Joined @RepRaulGrijalva to intro bill to protect #CTE funding for #Nevada. CTE is critical to economic recovery http://t.co/ukAEq4A7FA #NV03
policy;Myth #2: raising the mn wage is a liberal issue. Not true: â€œvoters in red and blue states have consistently supported itâ€ù New Jersey 2013.
policy;"Middle &amp; low-income families would be hurt most by a #carbontax. We need an all-of-the-above approach to #AmericanEnergy."
policy;Itâ€™s time to reject the status quo and offer parents a choice of schools that will best fit the needs of their kids. #SchoolChoice
constituency;"Studying climate &amp; socioeconomic patterns caused trade to move from inland cities to coastal cities in Central America #ChicagoClimate"
attack;"""I would be ignoring the law in a way that I think would be very difficult to defend legally."" - President Obama 9/17/13 #ExecutiveAmnesty"
media;Tues: 1st Middle East sub cmte hrng of yr @ 10am. Join us 4 an open hearing 2 examine Fatah-Hamas unity efforts + its implications
personal;RT @marcorubio: #SuperBowlXLVIII winner will be #DenverBroncos 24-21. Happy #SuperBowlSunday
information;RT .@NoLabelsOrg 10 days until the #ProblemSolvers' big announcement on July 18! Are you ready? #FixNotFight
support;Congratulations to @Manchester_SD on the grand opening of the Valley View Health Center! http://t.co/ZCs8Wmm6ti
information;RT @MD_DLDS: At the jobs forum, featuring the US Dept of Labor and Commerce secretaries and @WhipHoyer, hosted @AnneArundelCC http://t.co/bâ€_
policy;While today's job numbers are encouraging, there's still more to do to get everyone who wants a job back to work.
